DATE,TIME,STREET1,STREET2,ROAD_CLASS,DISTRICT,LATITUDE,LONGITUDE,ACCLOC,TRAFFCTL,VISIBILITY,LIGHT,RDSFCOND,ACCLASS,IMPACTYPE,INVTYPE,INVAGE,INITDIR,MANOEUVER,DRIVACT,DRIVCOND,PEDTYPE,PEDACT,PEDCOND,CYCLISTYPE,PEDESTRIAN,SPEEDING,NEIGHBOURHOOD_158,DIVISION
6/3/2016 8:00:00 AM,1430,LAWRENCE AVE W,MARLEE AVE,Major Arterial,North York,43.715605,-79.446506,At Intersection,Traffic Signal,Clear,Daylight,Dry,0,Rear End,Passenger,60 to 64,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,No,Yorkdale-Glen Park,D13
6/17/2012 8:00:00 AM,357,DON VALLEY PARKWAY  N,PRINCE EDWARD VIADUCT,Unknown,Toronto and East York,43.681444,-79.36249,Unknown,No Control,Clear,"Dark, artificial",Dry,0,Rear End,Vehicle Owner,unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,Yes,Broadview North,D55
10/12/2021 8:00:00 AM,2035,40 FARNSWORTH DR,FARNSWORTH DR,Local,North York,43.711093,-79.514713,Non Intersection,No Control,Clear,"Dark, artificial",Dry,0,SMV Other,Driver,40 to 44,West,Turning Right,Lost control,Normal,Unknown,Unknown,Unknown,Unknown,No,No,Pelmo Park-Humberlea,D12
3/18/2019 8:00:00 AM,1545,LESLIE ST,FINCH AVE E,Major Arterial,North York,43.789939,-79.36803,At Intersection,Traffic Signal,Clear,Daylight,Dry,0,Pedestrian Collisions,Pedestrian,10 to 14,East,Unknown,Unknown,Unknown,Vehicle is going straight thru inter.while ped cross without ROW,Crossing without right of way,Inattentive,Unknown,Yes,No,Don Valley Village,D33
5/9/2012 8:00:00 AM,8,KING ST W,BRANT ST,Major Arterial,Toronto and East York,43.645045,-79.39689,Unknown,No Control,Clear,"Dark, artificial",Dry,0,Sideswipe,Driver,25 to 29,East,Stopped,Driving Properly,Normal,Unknown,Unknown,Unknown,Unknown,No,No,Wellington Place,D14
5/31/2016 8:00:00 AM,1600,EGLINTON AVE E,BAYVIEW AVE,Major Arterial,North York,43.710967,-79.377116,At Intersection,Traffic Signal,Clear,Daylight,Dry,0,Turning Movement,Passenger,0 to 4,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,No,Leaside-Bennington,D53
12/18/2012 10:00:00 AM,701,CARLTON ST,PARLIAMENT ST,Minor Arterial,Toronto and East York,43.664443,-79.368091,At Intersection,Unknown,Other,Dark,Other,0,Pedestrian Collisions,Driver,35 to 39,Unknown,Turning Left,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,No,Cabbagetown-South St.James Town,D51
12/10/2006 10:00:00 AM,20,LAWRENCE AVE W,ROSEWELL AVE,Major Arterial,North York,43.722945,-79.41269,Unknown,No Control,Clear,Dark,Dry,0,Pedestrian Collisions,Driver,30 to 34,East,Going Ahead,Driving Properly,Normal,Unknown,Unknown,Unknown,Unknown,Yes,No,Lawrence Park North,D32
7/14/2019 8:00:00 AM,1309,LAWRENCE AVE E,TOWNLEY AVE,Major Arterial,Scarborough,43.742572,-79.307369,Intersection Related,No Control,Clear,Daylight,Dry,0,Sideswipe,Driver,40 to 44,West,Changing Lanes,Improper Lane Change,Normal,Unknown,Unknown,Unknown,Unknown,No,Yes,Wexford/Maryvale,D41
1/27/2006 10:00:00 AM,2046,BLOOR ST W,CHRISTIE ST,Major Arterial,Toronto and East York,43.663545,-79.41839,At Intersection,No Control,Clear,Dark,Dry,0,Pedestrian Collisions,Vehicle Owner,unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Palmerston-Little Italy,D14
3/10/2020 8:00:00 AM,632,ST CLAIR AVE W,CHRISTIE ST,Major Arterial,Toronto and East York,43.681639,-79.425678,At Intersection,Traffic Signal,Rain,"Dark, artificial",Wet,0,Pedestrian Collisions,Pedestrian,20 to 24,North,Unknown,Unknown,Unknown,Vehicle is going straight thru inter.while ped cross without ROW,Crossing without right of way,Inattentive,Unknown,Yes,No,Wychwood,D13
5/19/2006 8:00:00 AM,1140,LAUGHTON AVE,TALBOT ST,Collector,Toronto and East York,43.673945,-79.45729,At Intersection,Stop Sign,Clear,Daylight,Dry,0,Turning Movement,Driver,65 to 69,West,Turning Left,Failed to Yield Right of Way,Normal,Unknown,Unknown,Unknown,Unknown,No,No,Weston-Pelham Park,D11
1/7/2011 10:00:00 AM,1900,FINCH AVE W,YORK GATE BLVD,Major Arterial,Etobicoke York,43.756945,-79.51979,At Intersection,No Control,Clear,Dark,Dry,0,Pedestrian Collisions,Pedestrian,45 to 49,North,Unknown,Unknown,Unknown,Pedestrian hit at mid-block,"Crossing, no Traffic Control",Had Been Drinking,Unknown,Yes,No,Glenfield-Jane Heights,D31
12/21/2014 10:00:00 AM,1437,BLOOR ST W,SHAW ST,Major Arterial,Toronto and East York,43.662436,-79.423229,Intersection Related,No Control,Clear,Daylight,Dry,0,Pedestrian Collisions,Driver,45 to 49,West,Making U Turn,Improper Turn,Inattentive,Unknown,Unknown,Unknown,Unknown,Yes,No,Palmerston-Little Italy,D14
5/27/2009 8:00:00 AM,1352,COXWELL Aven,QUEEN Stre E,Minor Arterial,Toronto and East York,43.666345,-79.31659,At Intersection,Traffic Signal,Clear,Daylight,Dry,0,Turning Movement,Driver,35 to 39,South,Turning Left,Improper Turn,Medical or Physical Disability,Unknown,Unknown,Unknown,Unknown,No,No,Greenwood-Coxwell,D55
5/19/2016 8:00:00 AM,1200,JANE ST,400 S JANE ST RAMP,Major Arterial,Etobicoke York,43.710971,-79.505931,At Intersection,Traffic Signal,Clear,Daylight,Dry,0,Turning Movement,Driver,30 to 34,North,Going Ahead,Driving Properly,Normal,Unknown,Unknown,Unknown,Unknown,No,No,Rustic,D12
3/5/2019 10:00:00 AM,1640,KINGSTON RD,SHARPE ST,Major Arterial,Scarborough,43.706267,-79.251254,At Intersection,Traffic Signal,Clear,Daylight,Dry,0,Pedestrian Collisions,Pedestrian,15 to 19,North,Unknown,Unknown,Unknown,Vehicle is going straight thru inter.while ped cross without ROW,Crossing without right of way,Inattentive,Unknown,Yes,No,Birchcliffe-Cliffside,D41
6/19/2011 8:00:00 AM,1256,SPADINA Road,DAVENPORT Road,Minor Arterial,Toronto and East York,43.677445,-79.40809,Unknown,Traffic Signal,Clear,Daylight,Dry,0,SMV Other,Driver,45 to 49,East,Turning Right,Lost control,Normal,Unknown,Unknown,Unknown,Unknown,No,No,Casa Loma,D53
8/2/2010 8:00:00 AM,850,SPADINA Rd,MACPHERSON Ave,Minor Arterial,Toronto and East York,43.675845,-79.40749,At Intersection,Stop Sign,Clear,Daylight,Dry,0,Angle,Passenger,30 to 34,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,No,Casa Loma,D13
1/30/2008 10:00:00 AM,1049,DUFFERIN ST,SYLVAN AVE,Major Arterial,Toronto and East York,43.655245,-79.43359,Unknown,Traffic Signal,Clear,Daylight,Dry,0,Pedestrian Collisions,Driver,25 to 29,North,Going Ahead,Driving Properly,Normal,Unknown,Unknown,Unknown,Unknown,Yes,No,Dufferin Grove,D11
5/30/2011 8:00:00 AM,709,MIDLAND AVE,COSENTINO DR,Major Arterial,Scarborough,43.770545,-79.27199,Unknown,No Control,Clear,Daylight,Dry,0,Pedestrian Collisions,Vehicle Owner,unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,No,Bendale-Glen Andrew,D41
6/19/2018 8:00:00 AM,1105,STEELES AVE W,HIGHWAY 400  S,Major Arterial,North York,43.771861,-79.538364,Non Intersection,No Control,Clear,Daylight,Dry,0,Rear End,Driver,85 to 89,West,Stopped,Driving Properly,Normal,Unknown,Unknown,Unknown,Unknown,No,No,Humber Summit,D31
12/7/2017 10:00:00 AM,700,WESTON RD,TORYORK  DR,Major Arterial,Etobicoke York,43.753264,-79.542667,At Intersection,Traffic Signal,Clear,Dawn,Dry,0,Pedestrian Collisions,Pedestrian,15 to 19,East,Unknown,Unknown,Unknown,Vehicle is going straight thru inter.while ped cross with ROW,Crossing with right of way,Normal,Unknown,Yes,No,Humber Summit,D31
7/13/2022 8:00:00 AM,345,NORGROVE CRES,SUMMITCREST DR,Local,Etobicoke York,43.686335,-79.529254,Non Intersection,No Control,Clear,"Dark, artificial",Dry,0,Pedestrian Collisions,Driver,30 to 34,North,Going Ahead,Other,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,No,Willowridge-Martingrove-Richview,D23
6/13/2007 8:00:00 AM,1420,CHARLES ST E,YONGE ST,Major Arterial,Toronto and East York,43.668645,-79.38609,At Intersection,Traffic Signal,Clear,Daylight,Dry,0,Pedestrian Collisions,Pedestrian,70 to 74,North,Unknown,Unknown,Unknown,Pedestrian hit on sidewalk or shoulder,On Sidewalk or Shoulder,Normal,Unknown,Yes,No,Church-Wellesley,D51
1/26/2008 10:00:00 AM,1047,AVENUE RD,OXTON AVE,Major Arterial,Toronto and East York,43.697445,-79.40559,At Intersection,Stop Sign,Clear,Daylight,Wet,0,Turning Movement,Vehicle Owner,unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,No,Yonge-St.Clair,D53
5/13/2021 8:00:00 AM,1949,SIXTH ST,BIRMINGHAM  ST,Collector,Etobicoke York,43.603434,-79.505153,At Intersection,No Control,Clear,Daylight,Dry,0,Angle,Motorcycle Driver,45 to 49,East,Going Ahead,Driving Properly,Normal,Unknown,Unknown,Unknown,Unknown,No,No,New Toronto,D22
1/21/2009 10:00:00 AM,1532,1317 PAPE Ave,Unknown,Major Arterial,Toronto and East York,43.695323,-79.351032,Unknown,No Control,Clear,Dusk,Loose Snow,0,Approaching,Driver,65 to 69,North,Going Ahead,Driving Properly,Normal,Unknown,Unknown,Unknown,Unknown,No,No,Old East York,D55
9/27/2016 8:00:00 AM,925,CUMMER AVE,PINEWAY BLVD,Collector,North York,43.798747,-79.375842,At Intersection,Stop Sign,Clear,Daylight,Dry,0,Pedestrian Collisions,Driver,20 to 24,South,Turning Left,Failed to Yield Right of Way,Normal,Unknown,Unknown,Unknown,Unknown,Yes,No,Bayview Woods-Steeles,D33
6/5/2023 8:00:00 AM,745,WESTON RD,OAK ST,Major Arterial,North York,43.707789,-79.533588,Intersection Related,Traffic Signal,Clear,Daylight,Dry,0,Approaching,Driver,25 to 29,South,Going Ahead,Improper Passing,Unknown,Unknown,Unknown,Unknown,Unknown,No,No,Weston,D12
5/6/2016 8:00:00 AM,2025,ADELAIDE ST W,TECUMSETH ST,Collector,Toronto and East York,43.644461,-79.40652,Non Intersection,No Control,Clear,Dusk,Dry,0,Other,Passenger,35 to 39,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,No,West Queen West,D14
3/14/2016 8:00:00 AM,300,SHEPPARD AVE W,WESTON RD,Major Arterial,Etobicoke York,43.733737,-79.538211,Intersection Related,Traffic Signal,Rain,"Dark, artificial",Wet,0,SMV Other,Passenger,25 to 29,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,No,Pelmo Park-Humberlea,D31
9/9/2006 8:00:00 AM,19,DANFORTH AVE,GILLARD AVE,Major Arterial,Toronto and East York,43.682345,-79.32829,At Intersection,No Control,Rain,Dark,Wet,0,Pedestrian Collisions,Pedestrian,50 to 54,South,Unknown,Unknown,Unknown,Vehicle is going straight thru inter.while ped cross without ROW,"Crossing, no Traffic Control",Unknown,Unknown,Yes,No,Greenwood-Coxwell,D55
8/23/2015 8:00:00 AM,43,1630 LAWRENCE AVE W,Unknown,Major Arterial,Etobicoke York,43.705596,-79.49084,At Intersection,Traffic Signal,Clear,Dark,Dry,0,SMV Other,Driver - Not Hit,unknown,West,Changing Lanes,Improper Lane Change,Unknown,Unknown,Unknown,Unknown,Unknown,No,No,Brookhaven-Amesbury,D12
5/18/2010 8:00:00 AM,1318,AVENUE RD,ELGIN AVE,Major Arterial,Toronto and East York,43.672473,-79.395664,Unknown,No Control,Clear,Daylight,Dry,0,Cyclist Collisions,Cyclist,15 to 19,South,Overtaking,Unknown,Unknown,Unknown,Unknown,Unknown,Cyclist struck opened vehicle door,No,No,Annex,D53
1/30/2014 10:00:00 AM,1540,THE POND RD,ATKINSON RD,Minor Arterial,Etobicoke York,43.770331,-79.500835,At/Near Private Drive,Stop Sign,Clear,Daylight,Wet,0,SMV Other,Driver,40 to 44,North,Turning Left,Lost control,Medical or Physical Disability,Unknown,Unknown,Unknown,Unknown,No,No,York University Heights,D31
11/29/2016 10:00:00 AM,2208,BENTWORTH AVE,DUFFERIN ST,Major Arterial,North York,43.721705,-79.456401,At Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,0,Pedestrian Collisions,Pedestrian,25 to 29,West,Unknown,Unknown,Unknown,Vehicle turns left while ped crosses with ROW at inter.,Crossing with right of way,Normal,Unknown,Yes,No,Yorkdale-Glen Park,D32
4/8/2009 8:00:00 AM,1418,552 PRINCE EDWARD DR N,Unknown,Collector,Etobicoke York,43.659743,-79.510089,Unknown,No Control,Clear,Daylight,Dry,0,Pedestrian Collisions,Driver,30 to 34,South,Going Ahead,Driving Properly,Normal,Unknown,Unknown,Unknown,Unknown,Yes,No,Kingsway South,D22
8/27/2014 8:00:00 AM,1719,YONGE ST,HOMEWOOD AVE,Major Arterial,North York,43.791163,-79.418346,Non Intersection,No Control,Clear,Daylight,Dry,0,Rear End,Driver,45 to 49,South,Going Ahead,Driving Properly,Unknown,Unknown,Unknown,Unknown,Unknown,No,No,Newtonbrook East,D32
4/11/2006 8:00:00 AM,1530,EGLINTON AVE W,MARTIN GROVE RD,Major Arterial,Etobicoke York,43.674445,-79.56319,At Intersection,Traffic Signal,Clear,Daylight,Dry,0,Rear End,Driver,45 to 49,East,Going Ahead,Following too Close,Normal,Unknown,Unknown,Unknown,Unknown,No,No,Eringate-Centennial-West Deane,D22
6/18/2022 8:00:00 AM,1855,GAMBLE AVE,PAPE AVE,Major Arterial,Toronto and East York,43.690329,-79.349132,At Intersection,Stop Sign,Clear,Daylight,Dry,0,Pedestrian Collisions,Driver,60 to 64,East,Going Ahead,Failed to Yield Right of Way,Inattentive,Unknown,Unknown,Unknown,Unknown,Yes,No,Old East York,D55
2/19/2018 10:00:00 AM,602,704 BRIMORTON DR,Unknown,Collector,Scarborough,43.774909,-79.227756,Non Intersection,No Control,Clear,"Dark, artificial",Dry,0,SMV Other,Driver,25 to 29,East,Going Ahead,Lost control,"Ability Impaired, Alcohol Over .08",Unknown,Unknown,Unknown,Unknown,No,No,Golfdale-Cedarbrae-Woburn,D43
9/3/2022 8:00:00 AM,753,BAYVIEW BLOOR DVP S RAMP,DON VALLEY PARKWAY  S,Expressway Ramp,Toronto and East York,43.682494,-79.362987,Non Intersection,No Control,Clear,Daylight,Dry,0,SMV Other,Motorcycle Driver,45 to 49,East,Going Ahead,Lost control,Normal,Unknown,Unknown,Unknown,Unknown,No,No,Broadview North,D55
6/8/2007 8:00:00 AM,840,ST CLAIR AVE E,PLAXTON DR,Major Arterial,Toronto and East York,43.707645,-79.30259,At Intersection,Traffic Signal,Clear,Daylight,Dry,0,Pedestrian Collisions,Driver,40 to 44,East,Going Ahead,Disobeyed Traffic Control,Inattentive,Unknown,Unknown,Unknown,Unknown,Yes,No,O'Connor-Parkview,D55
10/21/2009 8:00:00 AM,1819,ROYAL YORK Road,ALLANHURST Driv,Minor Arterial,Etobicoke York,43.679245,-79.52529,Unknown,Traffic Signal,Clear,Dark,Wet,0,Rear End,Driver,35 to 39,South,Slowing or Stopping,Driving Properly,Normal,Unknown,Unknown,Unknown,Unknown,No,Yes,Edenbridge-Humber Valley,D22
11/19/2007 10:00:00 AM,1937,DAVENPORT RD,BELMONT ST,Major Arterial,Toronto and East York,43.674745,-79.39289,At Intersection,Traffic Signal,Rain,Dark,Wet,0,Pedestrian Collisions,Driver,25 to 29,South,Turning Left,Failed to Yield Right of Way,Normal,Unknown,Unknown,Unknown,Unknown,Yes,No,Annex,D53
3/25/2006 10:00:00 AM,1139,WESTON RD,ROGERS RD,Major Arterial,Etobicoke York,43.682545,-79.47799,Unknown,No Control,Rain,Daylight,Wet,0,Turning Movement,Driver,45 to 49,North,Going Ahead,Driving Properly,Normal,Unknown,Unknown,Unknown,Unknown,No,No,Rockcliffe-Smythe,D12
11/16/2013 10:00:00 AM,1516,FAIRFAX CR,WARDEN AV,Major Arterial,Scarborough,43.71617,-79.282756,At Intersection,Traffic Signal,Clear,Daylight,Dry,0,Turning Movement,Driver,75 to 79,North,Turning Left,Failed to Yield Right of Way,Normal,Unknown,Unknown,Unknown,Unknown,No,Yes,Clairlea-Birchmount,D41
9/30/2017 8:00:00 AM,1311,ROGERS  RD,MCROBERTS AVE,Minor Arterial,Etobicoke York,43.683287,-79.455447,Non Intersection,No Control,Clear,Daylight,Dry,0,Rear End,Driver,35 to 39,West,Stopped,Driving Properly,Normal,Unknown,Unknown,Unknown,Unknown,No,No,Caledonia-Fairbank,D13
12/3/2008 10:00:00 AM,1134,EGLINTON AVE E,ST DENNIS EGLINTON E RAMP,Major Arterial,North York,43.724945,-79.32319,Unknown,No Control,Clear,Daylight,Dry,0,Pedestrian Collisions,Vehicle Owner,unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,No,Flemingdon Park,D55
10/3/2011 8:00:00 AM,640,KIPLING Aven,FROST Stre,Major Arterial,Etobicoke York,43.714145,-79.56789,Unknown,No Control,Rain,Daylight,Wet,0,Pedestrian Collisions,Driver,unknown,North,Going Ahead,Failed to Yield Right of Way,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,No,West Humber-Clairville,D23
2/19/2017 10:00:00 AM,1727,1000 GERRARD ST E,Unknown,Minor Arterial,Toronto and East York,43.668463,-79.338725,Non Intersection,No Control,Clear,Daylight,Dry,0,Pedestrian Collisions,Driver,20 to 24,West,Going Ahead,Driving Properly,Normal,Unknown,Unknown,Unknown,Unknown,Yes,No,South Riverdale,D55
12/18/2015 10:00:00 AM,1452,4727 SHEPPARD AVE E,Unknown,Major Arterial,Scarborough,43.79143,-79.250346,At/Near Private Drive,No Control,Clear,Daylight,Dry,0,Pedestrian Collisions,Passenger,75 to 79,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,No,Agincourt South-Malvern West,D42
12/21/2018 10:00:00 AM,710,MCLEVIN AVE,MALVERN ST,Minor Arterial,Scarborough,43.799807,-79.237598,Intersection Related,No Control,Rain,"Dark, artificial",Wet,0,Pedestrian Collisions,Pedestrian,20 to 24,North,Unknown,Unknown,Unknown,Vehicle is going straight thru inter.while ped cross without ROW,Crossing without right of way,Normal,Unknown,Yes,No,Malvern West,D42
7/4/2023 8:00:00 AM,21,ADELAIDE ST W,SPADINA AV,Major Arterial,North York,43.646742,-79.395534,Intersection Related,Traffic Signal,Clear,"Dark, artificial",Dry,0,Cyclist Collisions,Cyclist,35 to 39,South,Going Ahead,Unknown,Unknown,Unknown,Unknown,Unknown,"Motorist without ROW drives into path of cyclist at inter, lnwy, dwy-Driver not turn.",No,Yes,Wellington Place,D52
8/31/2008 8:00:00 AM,2240,LESLIE ST,FINCH AVE E,Major Arterial,North York,43.789345,-79.36789,Unknown,No Control,Clear,Dark,Dry,0,SMV Other,Driver,50 to 54,South,Going Ahead,Lost control,Had Been Drinking,Unknown,Unknown,Unknown,Unknown,No,Yes,Don Valley Village,D33
6/8/2006 8:00:00 AM,1543,LAKE SHORE BLVD W,PARK LAWN RD,Major Arterial,Etobicoke York,43.622945,-79.48119,At Intersection,Traffic Signal,Clear,Daylight,Dry,0,Turning Movement,Driver,60 to 64,West,Going Ahead,Driving Properly,Normal,Unknown,Unknown,Unknown,Unknown,No,No,Humber Bay Shores,D22
10/25/2007 8:00:00 AM,2200,FINCH AVE W,DRIFTWOOD AVE,Major Arterial,Etobicoke York,43.758045,-79.51339,At Intersection,Traffic Signal,Clear,Dark,Dry,0,Turning Movement,Driver,35 to 39,East,Going Ahead,Driving Properly,Normal,Unknown,Unknown,Unknown,Unknown,No,No,Glenfield-Jane Heights,D31
12/10/2011 10:00:00 AM,1533,O CONNOR DR,PAPE AVE,Major Arterial,Toronto and East York,43.693245,-79.35029,At Intersection,Traffic Signal,Clear,Daylight,Dry,0,Pedestrian Collisions,Pedestrian,30 to 34,East,Unknown,Unknown,Unknown,Vehicle turns left while ped crosses with ROW at inter.,Crossing with right of way,Normal,Unknown,Yes,No,Old East York,D55
10/2/2006 8:00:00 AM,1340,3295 BIRCHMOUNT RD,Unknown,Major Arterial,Scarborough,43.813045,-79.31319,Unknown,No Control,Clear,Daylight,Dry,0,Pedestrian Collisions,Other Property Owner,unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,No,Steeles,D42
2/12/2012 10:00:00 AM,404,DUNDAS ST E,GEORGE ST,Major Arterial,Toronto and East York,43.657745,-79.37299,At Intersection,No Control,Clear,"Dark, artificial",Loose Snow,0,SMV Other,Driver,35 to 39,East,Going Ahead,Lost control,"Ability Impaired, Alcohol Over .08",Unknown,Unknown,Unknown,Unknown,No,Yes,Moss Park,D51
5/2/2018 8:00:00 AM,1616,KINGSTON RD,RYLANDER BLVD,Major Arterial,Scarborough,43.796981,-79.149135,At Intersection,Traffic Signal,Clear,Daylight,Dry,0,Turning Movement,Motorcycle Driver,15 to 19,West,Going Ahead,Driving Properly,Normal,Unknown,Unknown,Unknown,Unknown,No,No,Centennial Scarborough,D42
7/4/2008 8:00:00 AM,1750,EGLINTON AVE W,GABIAN WAY,Major Arterial,Etobicoke York,43.691845,-79.46579,Unknown,No Control,Clear,Daylight,Dry,0,Pedestrian Collisions,Pedestrian,25 to 29,Unknown,Unknown,Unknown,Unknown,Pedestrian hit on sidewalk or shoulder,On Sidewalk or Shoulder,Normal,Unknown,Yes,No,Keelesdale-Eglinton West,D12
2/5/2009 10:00:00 AM,905,YORK MILLS RD,HARRISON RD,Major Arterial,North York,43.749745,-79.37879,At Intersection,Traffic Signal,Clear,Daylight,Dry,0,Pedestrian Collisions,Vehicle Owner,unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,No,St.Andrew-Windfields,D33
2/17/2008 10:00:00 AM,215,1601 LAKE SHORE BLVD W,Unknown,Major Arterial,Toronto and East York,43.636945,-79.44689,Unknown,No Control,Clear,Dark,Dry,0,Pedestrian Collisions,Pedestrian,25 to 29,Unknown,Unknown,Unknown,Unknown,Pedestrian hit on sidewalk or shoulder,On Sidewalk or Shoulder,Inattentive,Unknown,Yes,No,South Parkdale,D11
6/26/2011 8:00:00 AM,2208,FINCH AVE W,400 S FINCH E RAMP N,Major Arterial,Etobicoke York,43.754045,-79.53279,At Intersection,Traffic Signal,Clear,Dark,Dry,0,Rear End,Vehicle Owner,unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,Yes,Humber Summit,D31
4/4/2006 8:00:00 AM,230,1340 LESLIE ST,Unknown,Major Arterial,North York,43.732745,-79.35559,Unknown,No Control,Clear,Dark,Dry,0,SMV Other,Driver,40 to 44,South,Going Ahead,Lost control,"Ability Impaired, Alcohol Over .08",Unknown,Unknown,Unknown,Unknown,No,No,Banbury-Don Mills,D33
11/7/2010 9:00:00 AM,443,96 JAMESON Aven,Unknown,Minor Arterial,Toronto and East York,43.634945,-79.43529,Unknown,No Control,Clear,Dark,Dry,0,Other,Driver,35 to 39,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,No,South Parkdale,D14
8/29/2009 8:00:00 AM,1800,SHEPPARD AVE E,MEADOWVALE RD,Major Arterial,Scarborough,43.808345,-79.17079,At Intersection,Traffic Signal,Clear,Daylight,Dry,0,Turning Movement,Driver,25 to 29,South,Going Ahead,Driving Properly,Normal,Unknown,Unknown,Unknown,Unknown,No,No,West Rouge,D42
12/10/2012 10:00:00 AM,704,KING St E,PRINCESS St,Major Arterial,Toronto and East York,43.651538,-79.367038,At Intersection,No Control,Rain,Dark,Wet,0,Turning Movement,Vehicle Owner,unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,No,Moss Park,D51
12/20/2006 10:00:00 AM,1420,EMERSON AVE,WALLACE AVE,Collector,Toronto and East York,43.662745,-79.44239,At Intersection,Stop Sign,Clear,Daylight,Dry,0,Cyclist Collisions,Vehicle Owner,unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,No,Junction-Wallace Emerson,D11
5/18/2007 8:00:00 AM,1425,KEELE ST,LAWRENCE AVE W,Major Arterial,Etobicoke York,43.708645,-79.47809,Unknown,Traffic Signal,Clear,Daylight,Dry,0,Pedestrian Collisions,Other Property Owner,unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,No,Brookhaven-Amesbury,D12
6/24/2010 8:00:00 AM,1600,DUFFERIN ST,EGLINTON AVE W,Major Arterial,North York,43.695645,-79.45029,Unknown,Traffic Signal,Clear,Daylight,Dry,0,Rear End,Passenger,25 to 29,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,No,Caledonia-Fairbank,D13
11/26/2012 10:00:00 AM,1405,QUEEN ST W,BAY ST,Major Arterial,Toronto and East York,43.651645,-79.38279,Unknown,No Control,Clear,Daylight,Dry,0,Cyclist Collisions,Cyclist,45 to 49,East,Going Ahead,Unknown,Unknown,Unknown,Unknown,Unknown,Cyclist and Driver travelling in same direction. One vehicle sideswipes the other.,No,No,Yonge-Bay Corridor,D52
5/21/2018 8:00:00 AM,2020,STEELES AVE W,HIGHWAY 27  N,Major Arterial,North York,43.755068,-79.61552,Non Intersection,No Control,Clear,"Dark, artificial",Dry,0,Rear End,Driver,30 to 34,East,Going Ahead,Speed too Fast For Condition,Inattentive,Unknown,Unknown,Unknown,Unknown,No,Yes,West Humber-Clairville,D23
8/23/2021 8:00:00 AM,2,LAKE SHORE BV W,LOWER SIMCOE ST,Expressway,Toronto and East York,43.640597,-79.383136,At Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,0,Turning Movement,Driver,65 to 69,South,Turning Right,Improper Turn,Inattentive,Unknown,Unknown,Unknown,Unknown,No,Yes,Harbourfront-CityPlace,D52
5/3/2006 8:00:00 AM,1400,YONGE ST,FINCH AVE E,Major Arterial,North York,43.779745,-79.41559,At Intersection,Traffic Signal,Clear,Daylight,Dry,0,SMV Other,Passenger,20 to 24,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,No,Willowdale West,D32
2/24/2011 10:00:00 AM,1110,KINGSTON RD,BRINLOOR BLVD,Major Arterial,Scarborough,43.741145,-79.214465,At Intersection,Stop Sign,Rain,Daylight,Wet,0,Turning Movement,Passenger,70 to 74,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,No,Scarborough Village,D43
2/28/2013 10:00:00 AM,1426,ROGERS Rd,KEELE St,Major Arterial,Etobicoke York,43.682145,-79.47159,Unknown,Traffic Signal,Clear,Daylight,Wet,0,Pedestrian Collisions,Pedestrian,35 to 39,Unknown,Unknown,Unknown,Unknown,Pedestrian involved in a collision with transit vehicle anywhere along roadway,Person Getting on/off Vehicle,Normal,Unknown,Yes,No,Keelesdale-Eglinton West,D12
