DATE,TIME,STREET1,STREET2,ROAD_CLASS,DISTRICT,LATITUDE,LONGITUDE,ACCLOC,TRAFFCTL,VISIBILITY,LIGHT,RDSFCOND,ACCLASS,IMPACTYPE,INVTYPE,INVAGE,INITDIR,MANOEUVER,DRIVACT,DRIVCOND,PEDTYPE,PEDACT,PEDCOND,CYCLISTYPE,PEDESTRIAN,SPEEDING,NEIGHBOURHOOD_158,DIVISION
7/22/2007 8:00:00 AM,1409,3850 FINCH  AVE E,Unknown,Major Arterial,Scarborough,43.799545,-79.30339,Unknown,Traffic Signal,Clear,Daylight,Dry,0,Rear End,Driver,35 to 39,East,Going Ahead,Following too Close,Inattentive,Unknown,Unknown,Unknown,Unknown,No,No,East L'Amoreaux,D42
3/19/2006 10:00:00 AM,1743,STEELES AVE E,WARDEN AVE,Major Arterial,Scarborough,43.819645,-79.32439,At Intersection,Traffic Signal,Clear,Daylight,Dry,0,Angle,Passenger,50 to 54,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,No,NSA,D42
3/7/2014 10:00:00 AM,650,DON VALLEY PARKWAY  S,LAWRENCE AVE E,Unknown,North York,43.740267,-79.33224,Non Intersection,No Control,Clear,Daylight,Dry,0,Rear End,Driver,60 to 64,South,Stopped,Driving Properly,Normal,Unknown,Unknown,Unknown,Unknown,No,No,Banbury-Don Mills,D33
6/12/2023 8:00:00 AM,1625,MOUNT PLEASANT RD,EGLINTON AV E,Major Arterial,Toronto and East York,43.708415,-79.39017,Intersection Related,Traffic Signal,Rain,Daylight,Wet,0,Pedestrian Collisions,Driver,45 to 49,South,Going Ahead,Driving Properly,Normal,Unknown,Unknown,Unknown,Unknown,Yes,No,Mount Pleasant East,D53
3/27/2017 8:00:00 AM,855,EGLINTON AVE W,RUSSELL HILL RD,Major Arterial,North York,43.703047,-79.415462,Non Intersection,Traffic Controller,Clear,Daylight,Wet,0,Other,Driver,45 to 49,East,Going Ahead,Driving Properly,Normal,Unknown,Unknown,Unknown,Unknown,No,No,Forest Hill South,D53
8/14/2019 8:00:00 AM,1149,DUFFERIN ST,TYCOS DR,Major Arterial,North York,43.705699,-79.452884,At Intersection,Stop Sign,Clear,Daylight,Dry,0,Turning Movement,Motorcycle Passenger,20 to 24,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,No,Yorkdale-Glen Park,D13
5/5/2017 8:00:00 AM,1616,WYCHCREST AVE,SHAW ST,Collector,Toronto and East York,43.672232,-79.427295,At Intersection,Stop Sign,Rain,Daylight,Wet,0,SMV Other,Driver,75 to 79,West,Going Ahead,Other,Normal,Unknown,Unknown,Unknown,Unknown,No,No,Wychwood,D13
11/29/2018 10:00:00 AM,1538,3120 STEELES AVE E,Unknown,Major Arterial,North York,43.814654,-79.34518,At/Near Private Drive,No Control,Clear,Daylight,Dry,0,SMV Other,Driver,30 to 34,East,Going Ahead,Driving Properly,Normal,Unknown,Unknown,Unknown,Unknown,No,No,Hillcrest Village,D33
8/23/2022 8:00:00 AM,2252,SHEPPARD AVE E,BAYVIEW AVE,Major Arterial,North York,43.766516,-79.388011,At Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,0,Turning Movement,Passenger,75 to 79,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,No,Bayview Village,D33
10/4/2020 8:00:00 AM,1906,FINCH AVE W,DUFFERIN ST,Major Arterial,North York,43.768782,-79.466884,At Intersection,Traffic Signal,Rain,"Dark, artificial",Wet,0,Pedestrian Collisions,Driver,20 to 24,West,Turning Left,Improper Turn,Normal,Unknown,Unknown,Unknown,Unknown,Yes,No,Bathurst Manor,D32
5/5/2010 8:00:00 AM,1700,DANFORTH Ave,SIBLEY Ave,Major Arterial,Toronto and East York,43.690045,-79.29319,Unknown,No Control,Rain,Daylight,Wet,0,Sideswipe,Driver,45 to 49,West,Going Ahead,Driving Properly,Normal,Unknown,Unknown,Unknown,Unknown,No,No,Taylor-Massey,D55
10/5/2011 8:00:00 AM,829,LAWRENCE Aven W,LEDBURY Stre,Major Arterial,North York,43.720845,-79.42249,Unknown,Traffic Signal,Clear,Daylight,Dry,0,Pedestrian Collisions,Driver,40 to 44,South,Turning Left,Driving Properly,Normal,Unknown,Unknown,Unknown,Unknown,Yes,No,Bedford Park-Nortown,D32
3/30/2007 8:00:00 AM,1444,WILSON AVE,FAYWOOD BLVD,Major Arterial,North York,43.734845,-79.44599,Unknown,No Control,Clear,Daylight,Dry,0,Rear End,Vehicle Owner,unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,No,Clanton Park,D32
9/14/2010 8:00:00 AM,20,LAKE SHORE Boul W,ISLINGTON Aven,Major Arterial,Etobicoke York,43.600845,-79.50469,Unknown,No Control,Clear,Dark,Dry,0,SMV Unattended Vehicle,Passenger,25 to 29,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,No,New Toronto,D22
3/21/2013 8:00:00 AM,1315,QUEEN ST W,BATHURST ST,Major Arterial,Toronto and East York,43.647116,-79.403972,At Intersection,Traffic Signal,Clear,Daylight,Wet,0,Cyclist Collisions,Other,unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,No,Wellington Place,D14
6/14/2015 8:00:00 AM,1409,TRETHEWEY DR,CLEARVIEW HTS,Minor Arterial,Etobicoke York,43.693354,-79.483188,At Intersection,No Control,Rain,Daylight,Wet,0,Approaching,Passenger,20 to 24,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,Yes,Beechborough-Greenbrook,D12
1/11/2008 10:00:00 AM,944,FINCH AVE E,CHEROKEE BLVD,Major Arterial,North York,43.793545,-79.33699,Unknown,Traffic Signal,Clear,Daylight,Dry,0,Pedestrian Collisions,Driver,70 to 74,South,Turning Left,Improper Turn,Normal,Unknown,Unknown,Unknown,Unknown,Yes,No,Pleasant View,D33
9/17/2019 8:00:00 AM,1630,LA ROSE AVE,SCARLETT RD,Collector,Etobicoke York,43.686526,-79.514964,At/Near Private Drive,No Control,Clear,Daylight,Dry,0,Cyclist Collisions,Driver,20 to 24,West,Turning Left,Failed to Yield Right of Way,Normal,Unknown,Unknown,Unknown,Unknown,No,No,Humber Heights-Westmount,D23
10/13/2006 8:00:00 AM,2325,ADELAIDE ST E,YONGE ST,Major Arterial,Toronto and East York,43.650445,-79.37849,At Intersection,Traffic Signal,Clear,Dark,Dry,0,Cyclist Collisions,Vehicle Owner,unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,No,Yonge-Bay Corridor,D52
9/5/2017 8:00:00 AM,30,715 MILNER AVE,Unknown,Minor Arterial,Scarborough,43.796034,-79.210155,At/Near Private Drive,No Control,Clear,"Dark, artificial",Dry,0,SMV Other,Passenger,30 to 34,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,No,Malvern East,D42
9/2/2021 8:00:00 AM,1117,LAKE SHORE BLVD E,LESLIE ST,Major Arterial,Toronto and East York,43.659159,-79.328403,At Intersection,Traffic Signal,Clear,Daylight,Dry,0,Cyclist Collisions,Driver,75 to 79,South,Turning Left,Failed to Yield Right of Way,Inattentive,Unknown,Unknown,Unknown,Unknown,No,No,South Riverdale,D55
6/25/2012 8:00:00 AM,1210,RATHBURN RD,THE EAST MALL,Minor Arterial,Etobicoke York,43.654746,-79.565189,At Intersection,No Control,Clear,Daylight,Dry,0,Cyclist Collisions,Cyclist,80 to 84,West,Going Ahead,Unknown,Unknown,Unknown,Unknown,Unknown,Cyclist and Driver travelling in same direction. One vehicle sideswipes the other.,No,No,Eringate-Centennial-West Deane,D22
4/7/2011 8:00:00 AM,2040,WILLOWDALE Aven,REVCOE Driv,Minor Arterial,North York,43.785745,-79.40909,Unknown,No Control,Clear,Dark,Dry,0,Rear End,Driver,75 to 79,North,Going Ahead,Following too Close,Medical or Physical Disability,Unknown,Unknown,Unknown,Unknown,No,Yes,Newtonbrook East,D32
10/27/2010 8:00:00 AM,726,DON MILLS RD,STEELES AVE E,Major Arterial,North York,43.811145,-79.36079,At Intersection,Traffic Signal,Clear,Daylight,Wet,0,Turning Movement,Motorcycle Driver,35 to 39,North,Going Ahead,Disobeyed Traffic Control,Normal,Unknown,Unknown,Unknown,Unknown,No,No,Hillcrest Village,D33
12/18/2022 10:00:00 AM,2228,LAKE SHORE BLVD E,LOWER JARVIS ST,Major Arterial,Toronto and East York,43.645507,-79.369792,At Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,0,Cyclist Collisions,Cyclist,40 to 44,South,Going Ahead,Unknown,Unknown,Unknown,Unknown,Unknown,"Cyclist without ROW rides into path of motorist at inter, lnwy, dwy-Cyclist not turn.",No,No,St Lawrence-East Bayfront-The Islands,D51
8/17/2006 8:00:00 AM,1828,RICHMOND ST E,PARLIAMENT ST,Major Arterial,Toronto and East York,43.655045,-79.36209,Unknown,No Control,Clear,Dark,Dry,0,Pedestrian Collisions,Driver,40 to 44,South,Turning Right,Driving Properly,Normal,Unknown,Unknown,Unknown,Unknown,Yes,No,Moss Park,D51
2/11/2012 10:00:00 AM,305,ST DENNIS Dr,LINKWOOD LANE,Minor Arterial,North York,43.722645,-79.32679,Unknown,No Control,Snow,"Dark, artificial",Loose Snow,0,Approaching,Passenger,25 to 29,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,Yes,Flemingdon Park,D55
12/8/2019 10:00:00 AM,1205,DANFORTH AVE,ST DUNSTAN DR,Major Arterial,Scarborough,43.691786,-79.285472,At Intersection,Stop Sign,Clear,Daylight,Dry,0,Turning Movement,Motorcycle Driver,40 to 44,East,Going Ahead,Exceeding Speed Limit,Unknown,Unknown,Unknown,Unknown,Unknown,No,Yes,Oakridge,D41
5/8/2022 8:00:00 AM,1915,ST CLAIR AVE W,GUNNS RD,Major Arterial,Etobicoke York,43.67171,-79.47108,Intersection Related,Traffic Signal,Clear,Daylight,Dry,0,Turning Movement,Passenger,15 to 19,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,Yes,Junction Area,D11
5/5/2006 8:00:00 AM,1150,QUEEN ST W,YORK ST,Major Arterial,Toronto and East York,43.651245,-79.38499,At Intersection,Traffic Signal,Clear,Daylight,Dry,0,Pedestrian Collisions,Driver,30 to 34,West,Going Ahead,Driving Properly,Normal,Unknown,Unknown,Unknown,Unknown,Yes,No,Yonge-Bay Corridor,D52
10/30/2009 8:00:00 AM,1950,MIDLAND AVE,WOLFE AVE,Minor Arterial,Scarborough,43.727445,-79.25509,Unknown,No Control,Clear,Dark,Dry,0,Pedestrian Collisions,Driver,50 to 54,East,Reversing,Lost control,Normal,Unknown,Unknown,Unknown,Unknown,Yes,No,Kennedy Park,D41
8/7/2021 8:00:00 AM,2236,FRONT ST W,SPADINA  AVE,Major Arterial,Toronto and East York,43.642665,-79.393886,At Intersection,Traffic Signal,Clear,Dark,Dry,0,Pedestrian Collisions,Pedestrian,20 to 24,North,Unknown,Unknown,Unknown,Vehicle is going straight thru inter.while ped cross without ROW,Crossing without right of way,Had Been Drinking,Unknown,Yes,No,Harbourfront-CityPlace,D52
8/17/2014 8:00:00 AM,51,FINCH AVENUE WEST,ISLINGTON AVENUE,Major Arterial,Etobicoke York,43.746237,-79.568614,Intersection Related,Traffic Signal,Clear,"Dark, artificial",Dry,0,Angle,Passenger,20 to 24,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,No,Thistletown-Beaumond Heights,D23
7/17/2011 8:00:00 AM,630,BREMNER Boul,VAN DE WATER Cres,Minor Arterial,Toronto and East York,43.640345,-79.38899,At Intersection,Traffic Signal,Clear,Daylight,Dry,0,Rear End,Motorcycle Driver,30 to 34,East,Going Ahead,Driving Properly,Normal,Unknown,Unknown,Unknown,Unknown,No,No,Harbourfront-CityPlace,D52
11/7/2016 10:00:00 AM,935,AVENUE RD,ROXBOROUGH ST W,Major Arterial,Toronto and East York,43.676688,-79.397388,At Intersection,No Control,Clear,Daylight,Dry,0,Pedestrian Collisions,Pedestrian,25 to 29,Unknown,Unknown,Unknown,Unknown,Pedestrian hit on sidewalk or shoulder,Unknown,Unknown,Unknown,Yes,No,Annex,D53
10/4/2006 8:00:00 AM,1250,WARDEN AVE,BRIDLETOWNE CRCL,Major Arterial,Scarborough,43.792145,-79.31389,At Intersection,Traffic Signal,Rain,Daylight,Wet,0,Pedestrian Collisions,Pedestrian,15 to 19,Unknown,Unknown,Unknown,Unknown,Pedestrian hit on sidewalk or shoulder,On Sidewalk or Shoulder,Unknown,Unknown,Yes,No,L'Amoreaux West,D42
1/1/2018 10:00:00 AM,137,NEILSON RD,401 C W NEILSON RAMP RD,Minor Arterial,Scarborough,43.795016,-79.216319,At Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,0,Angle,Driver,20 to 24,West,Going Ahead,Disobeyed Traffic Control,Had Been Drinking,Unknown,Unknown,Unknown,Unknown,No,Yes,Malvern East,D42
12/12/2012 10:00:00 AM,1335,2800 STEELES AVE W,Unknown,Major Arterial,Etobicoke York,43.773845,-79.52919,Unknown,No Control,"Fog, Mist, Smoke, Dust",Daylight,Dry,0,Approaching,Vehicle Owner,unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,No,NSA,D31
8/12/2010 8:00:00 AM,1116,EGLINTON Ave E,GILDER Dr,Major Arterial,Scarborough,43.735545,-79.25319,At Intersection,Traffic Signal,Clear,Daylight,Dry,0,Rear End,Driver,55 to 59,West,Stopped,Driving Properly,Normal,Unknown,Unknown,Unknown,Unknown,No,No,Kennedy Park,D41
5/14/2013 8:00:00 AM,956,TECUMSETH ST,RICHMOND ST W,Local,Toronto and East York,43.645945,-79.40629,At Intersection,Stop Sign,Clear,Daylight,Dry,0,SMV Unattended Vehicle,Vehicle Owner,unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,No,West Queen West,D14
8/12/2010 8:00:00 AM,1116,EGLINTON Ave E,GILDER Dr,Major Arterial,Scarborough,43.735545,-79.25319,At Intersection,Traffic Signal,Clear,Daylight,Dry,0,Rear End,Passenger,70 to 74,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,No,Kennedy Park,D41
8/12/2014 8:00:00 AM,1614,WOODBINE AVE,HEYWORTH CRES,Major Arterial,Toronto and East York,43.675315,-79.30849,Non Intersection,No Control,Clear,Daylight,Dry,0,Turning Movement,Motorcycle Driver,35 to 39,North,Going Ahead,Driving Properly,Normal,Unknown,Unknown,Unknown,Unknown,No,No,East End-Danforth,D55
4/3/2010 8:00:00 AM,159,ALBION Rd,HIGHWAY 27  N,Major Arterial,Etobicoke York,43.744245,-79.60749,At Intersection,Traffic Signal,Clear,Dark,Dry,0,Rear End,Passenger,20 to 24,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,Yes,West Humber-Clairville,D23
5/14/2015 8:00:00 AM,1730,GERRARD ST E,GREENWOOD AVE,Minor Arterial,Toronto and East York,43.670912,-79.328014,Non Intersection,Traffic Signal,Clear,Daylight,Dry,0,Turning Movement,Driver,45 to 49,North,Turning Right,Improper Turn,Normal,Unknown,Unknown,Unknown,Unknown,No,No,Greenwood-Coxwell,D55
2/24/2017 10:00:00 AM,615,KING ST W,JAMESON AVE,Major Arterial,Toronto and East York,43.637103,-79.435993,At Intersection,Traffic Signal,Rain,Dawn,Wet,0,Pedestrian Collisions,Pedestrian,55 to 59,North,Unknown,Unknown,Unknown,Vehicle turns left while ped crosses with ROW at inter.,Crossing with right of way,Normal,Unknown,Yes,No,South Parkdale,D14
3/30/2015 8:00:00 AM,1235,70 BEAUMONDE HEIGHTS DR,Unknown,Local,Etobicoke York,43.743289,-79.569011,Non Intersection,No Control,Clear,Daylight,Dry,0,SMV Other,Driver,65 to 69,North,Going Ahead,Lost control,Normal,Unknown,Unknown,Unknown,Unknown,No,No,Thistletown-Beaumond Heights,D23
2/20/2013 10:00:00 AM,858,JANE St,DALRYMPLE Dr,Major Arterial,Etobicoke York,43.677245,-79.49609,At Intersection,Stop Sign,Clear,Daylight,Dry,0,Turning Movement,Driver,35 to 39,South,Going Ahead,Driving Properly,Normal,Unknown,Unknown,Unknown,Unknown,No,No,Rockcliffe-Smythe,D12
6/28/2014 8:00:00 AM,227,FRED GARDINER EXP[EASTBOUND],WICKMAN RD 222,Unknown,Etobicoke York,43.616686,-79.531215,Non Intersection,No Control,Clear,"Dark, artificial",Dry,0,Approaching,Driver,25 to 29,West,Going Ahead,Wrong Way on One Way Road,"Ability Impaired, Alcohol",Unknown,Unknown,Unknown,Unknown,No,No,Alderwood,D22
8/25/2018 8:00:00 AM,1112,5825 YONGE ST,Unknown,Major Arterial,North York,43.785807,-79.417026,At/Near Private Drive,No Control,Clear,Daylight,Dry,0,Other,Passenger,35 to 39,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,No,Newtonbrook East,D32
12/19/2013 10:00:00 AM,1728,JUTLAND RD,KIPLING AVE,Collector,Etobicoke York,43.626677,-79.526668,Non Intersection,No Control,Clear,"Dark, artificial",Loose Sand or Gravel,0,Pedestrian Collisions,Driver,80 to 84,East,Unknown,Driving Properly,Normal,Unknown,Unknown,Unknown,Unknown,Yes,No,Etobicoke City Centre,D22
5/22/2009 8:00:00 AM,1525,KING Stre E,ASHBY Plac,Major Arterial,Toronto and East York,43.655945,-79.35769,Unknown,No Control,Clear,Daylight,Dry,0,Pedestrian Collisions,Driver,40 to 44,West,Going Ahead,Driving Properly,Normal,Unknown,Unknown,Unknown,Unknown,Yes,No,Moss Park,D51
7/11/2007 8:00:00 AM,2157,EGLINTON AVE W,WIDDICOMBE HILL BLVD,Major Arterial,Etobicoke York,43.675645,-79.55769,At Intersection,Traffic Controller,Clear,Dark,Dry,0,Turning Movement,Driver,25 to 29,South,Going Ahead,Driving Properly,Normal,Unknown,Unknown,Unknown,Unknown,No,No,Willowridge-Martingrove-Richview,D23
8/26/2006 8:00:00 AM,1536,OSLER ST,DAVENPORT RD,Local,Toronto and East York,43.671045,-79.45999,Unknown,No Control,Clear,Daylight,Dry,0,Pedestrian Collisions,Driver,30 to 34,South,Going Ahead,Driving Properly,Normal,Unknown,Unknown,Unknown,Unknown,Yes,No,Weston-Pelham Park,D11
9/28/2011 8:00:00 AM,830,BATHURST Stre,REINER Road,Major Arterial,North York,43.752345,-79.43769,At Intersection,Stop Sign,Clear,Daylight,Dry,0,Pedestrian Collisions,Driver,unknown,East,Turning Right,Failed to Yield Right of Way,Inattentive,Unknown,Unknown,Unknown,Unknown,Yes,No,Lansing-Westgate,D32
10/2/2007 8:00:00 AM,1750,ADELAIDE ST W,PORTLAND ST,Major Arterial,Toronto and East York,43.645845,-79.39989,Unknown,No Control,Clear,Daylight,Dry,0,SMV Other,Vehicle Owner,unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,Yes,Wellington Place,D14
4/16/2019 8:00:00 AM,1000,DON MILLS RD,KERN RD,Major Arterial,North York,43.750014,-79.346835,At Intersection,No Control,Clear,Daylight,Dry,0,Turning Movement,Passenger,55 to 59,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,No,Banbury-Don Mills,D33
12/10/2011 10:00:00 AM,1533,O CONNOR DR,PAPE AVE,Major Arterial,Toronto and East York,43.693245,-79.35029,At Intersection,Traffic Signal,Clear,Daylight,Dry,0,Pedestrian Collisions,Pedestrian,25 to 29,East,Unknown,Unknown,Unknown,Vehicle turns left while ped crosses with ROW at inter.,Crossing with right of way,Normal,Unknown,Yes,No,Old East York,D55
12/28/2019 10:00:00 AM,215,O CONNOR DR,DONLANDS AVE,Major Arterial,Toronto and East York,43.694651,-79.343074,At Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,0,Pedestrian Collisions,Driver,unknown,South,Turning Left,Driving Properly,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,No,Old East York,D55
2/11/2017 10:00:00 AM,2011,MIDLAND  AVE,SHEPPARD  AVE E,Major Arterial,Scarborough,43.785277,-79.278529,At Intersection,Traffic Signal,Clear,"Dark, artificial",Wet,0,Pedestrian Collisions,Driver,65 to 69,North,Going Ahead,Driving Properly,Normal,Unknown,Unknown,Unknown,Unknown,Yes,No,Agincourt South-Malvern West,D42
10/31/2007 8:00:00 AM,1803,5810 SHEPPARD AVE E,Unknown,Major Arterial,Scarborough,43.795645,-79.22979,At Intersection,No Control,Clear,Dark,Dry,0,Pedestrian Collisions,Vehicle Owner,unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,No,Malvern East,D42
12/6/2014 10:00:00 AM,1906,BRIMLEY RD,HUNTINGWOOD DR,Major Arterial,Scarborough,43.799033,-79.273639,Non Intersection,No Control,Clear,"Dark, artificial",Dry,0,SMV Other,Driver,55 to 59,South,Going Ahead,Lost control,Medical or Physical Disability,Unknown,Unknown,Unknown,Unknown,No,No,Agincourt North,D42
1/22/2008 10:00:00 AM,807,BLOOR ST W,QUEBEC AVE,Major Arterial,Toronto and East York,43.653245,-79.46639,Unknown,No Control,Snow,Daylight,Loose Snow,0,Rear End,Vehicle Owner,unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,No,High Park-Swansea,D11
9/17/2011 8:00:00 AM,1320,AVENUE Road,BERNARD Aven,Major Arterial,Toronto and East York,43.673945,-79.39629,Unknown,No Control,Clear,Daylight,Dry,0,Rear End,Driver,20 to 24,South,Stopped,Driving Properly,Normal,Unknown,Unknown,Unknown,Unknown,No,No,Annex,D53
8/1/2009 8:00:00 AM,636,ISLINGTON AVE,THE WESTWAY,Major Arterial,Etobicoke York,43.688645,-79.54289,At Intersection,Traffic Signal,Clear,Daylight,Dry,0,Angle,Driver,45 to 49,South,Going Ahead,Disobeyed Traffic Control,Normal,Unknown,Unknown,Unknown,Unknown,No,No,Kingsview Village-The Westway,D23
5/27/2016 8:00:00 AM,2150,LAWRENCE AVE E,MCCOWAN RD,Major Arterial,Scarborough,43.755477,-79.245387,At Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,0,Turning Movement,Driver,65 to 69,South,Turning Left,Disobeyed Traffic Control,Inattentive,Unknown,Unknown,Unknown,Unknown,No,No,Bendale South,D43
4/5/2016 8:00:00 AM,1204,200 NORSEMAN ST,Unknown,Collector,Etobicoke York,43.632872,-79.524761,Non Intersection,No Control,Clear,Daylight,Dry,0,Turning Movement,Driver,55 to 59,West,Turning Left,Driving Properly,Normal,Unknown,Unknown,Unknown,Unknown,No,No,Etobicoke City Centre,D22
1/4/2023 10:00:00 AM,1730,MARKHAM RD,FINCH AVE E,Major Arterial,Scarborough,43.812941,-79.242976,At Intersection,Traffic Signal,Rain,"Dark, artificial",Wet,0,Pedestrian Collisions,Pedestrian,20 to 24,East,Unknown,Unknown,Unknown,Vehicle turns left while ped crosses with ROW at inter.,Crossing with right of way,Normal,Unknown,Yes,No,Malvern West,D42
3/29/2009 8:00:00 AM,215,ST CLAIR Aven W,HOUNSLOW HEATH Road,Major Arterial,Toronto and East York,43.674143,-79.459987,At Intersection,Traffic Signal,Clear,Dark,Dry,0,Approaching,Driver,unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,No,Weston-Pelham Park,D11
12/25/2014 10:00:00 AM,2150,MCCOWAN RD,STEELES AVE E,Major Arterial,Scarborough,43.830973,-79.275157,Intersection Related,Traffic Signal,Clear,"Dark, artificial",Dry,0,Turning Movement,Passenger,30 to 34,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,No,Milliken,D42
10/23/2010 8:00:00 AM,2001,6212 YONGE ST,Unknown,Major Arterial,North York,43.794745,-79.41919,Unknown,No Control,Rain,Dark,Wet,0,Pedestrian Collisions,Pedestrian,30 to 34,North,Unknown,Unknown,Unknown,Pedestrian hit at private driveway,On Sidewalk or Shoulder,Unknown,Unknown,Yes,No,Newtonbrook East,D32
11/10/2021 10:00:00 AM,1900,Aukland Road,Kipling Go station,Major Arterial,Etobicoke York,43.638679,-79.534122,At/Near Private Drive,No Control,Clear,"Dark, artificial",Dry,0,SMV Other,Driver,unknown,South,Turning Left,Driving Properly,Unknown,Unknown,Unknown,Unknown,Unknown,No,No,Etobicoke City Centre,D22
9/13/2013 8:00:00 AM,722,ROSELAWN AVE,BATHURST ST,Major Arterial,North York,43.705184,-79.426357,Unknown,Traffic Signal,Clear,Daylight,Dry,0,Angle,Driver,55 to 59,East,Going Ahead,Driving Properly,Normal,Unknown,Unknown,Unknown,Unknown,No,No,Forest Hill North,D53
8/11/2015 8:00:00 AM,920,ANNETTE ST,KEELE ST,Major Arterial,Toronto and East York,43.663642,-79.463794,At Intersection,Traffic Signal,Clear,Daylight,Dry,0,Cyclist Collisions,Truck Driver,65 to 69,West,Turning Right,Improper Turn,Inattentive,Unknown,Unknown,Unknown,Unknown,No,No,Junction Area,D11
4/12/2013 8:00:00 AM,1213,CHURCH ST,GOULD ST,Minor Arterial,Toronto and East York,43.658245,-79.37789,At Intersection,Traffic Signal,Rain,Daylight,Wet,0,Pedestrian Collisions,Pedestrian,80 to 84,East,Unknown,Unknown,Unknown,Vehicle turns left while ped crosses with ROW at inter.,Crossing with right of way,Normal,Unknown,Yes,No,Downtown Yonge East,D51
12/4/2010 10:00:00 AM,1430,CARRIER Driv,WOODBINE DOWNS Boul,Collector,Etobicoke York,43.738645,-79.60759,At Intersection,Stop Sign,Clear,Daylight,Dry,0,Angle,Driver,40 to 44,North,Going Ahead,Disobeyed Traffic Control,Inattentive,Unknown,Unknown,Unknown,Unknown,No,No,West Humber-Clairville,D23
6/22/2011 8:00:00 AM,1707,QUEEN Stre E,MC GEE Stre,Minor Arterial,Toronto and East York,43.659845,-79.34549,At Intersection,No Control,Clear,Daylight,Dry,0,Pedestrian Collisions,Motorcycle Driver,50 to 54,East,Going Ahead,Lost control,Normal,Unknown,Unknown,Unknown,Unknown,Yes,No,South Riverdale,D55
8/15/2011 8:00:00 AM,2110,F G GARDINER XY Expr E,427 X S GARDINER X E RAMP,Unknown,Etobicoke York,43.616045,-79.53439,Unknown,No Control,Clear,Dark,Dry,0,Rear End,Driver,15 to 19,West,Going Ahead,Driving Properly,Normal,Unknown,Unknown,Unknown,Unknown,No,No,Alderwood,D22
6/29/2007 8:00:00 AM,2110,CASTLEFIELD AVE,CALEDONIA RD,Collector,North York,43.698345,-79.46229,At Intersection,No Control,Clear,Dark,Dry,0,Approaching,Passenger,5 to 9,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,Yes,Briar Hill-Belgravia,D13
5/24/2009 8:00:00 AM,1345,BRIMLEY RD,ELLESMERE RD,Major Arterial,Scarborough,43.770045,-79.26129,At Intersection,Traffic Signal,Clear,Daylight,Dry,0,Angle,Driver,45 to 49,East,Going Ahead,Driving Properly,Normal,Unknown,Unknown,Unknown,Unknown,No,No,Bendale-Glen Andrew,D43
9/2/2011 8:00:00 AM,1916,DUFFERIN Stre,Unknown,Major Arterial,Toronto and East York,43.672945,-79.44099,At Intersection,Traffic Signal,Clear,Dark,Dry,0,Angle,Driver,50 to 54,East,Going Ahead,Driving Properly,Normal,Unknown,Unknown,Unknown,Unknown,No,No,Junction-Wallace Emerson,D13
