NEIGHBOURHOOD_158,STREET1,STREET2,ROAD_CLASS,INITDIR,DISTRICT,ACCLOC,TRAFFCTL,VISIBILITY,LIGHT,RDSFCOND,INVTYPE,MANOEUVER,PEDTYPE,PEDACT,CYCLISTYPE,DIVISION,IMPACTYPE,DRIVACT,DRIVCOND,PEDCOND,TIME,DATE,INVAGE,LATITUDE,LONGITUDE,PEDESTRIAN,SPEEDING,ACCLASS
0.6739439668501455,0.5,0.5151934091345993,0.5036172312362516,0.5227273338694889,0.5831119753470817,0.49842395585840527,0.4747386384694889,0.5005403944881468,0.4617532342143853,0.49868266978654874,0.47331236205632926,0.5104780645760119,0.47979941748098653,0.4793400185670542,0.5085956422618859,0.5367820688878767,0.3278808757450278,0.09801908443048679,0.4676370988343024,0.49506984374702795,0.5972869860110216,0.5534246575342466,0.30000000000000004,43.799545,-79.30339,0.0,0.0,0
0.5535950595500663,0.6347438752783965,0.7313717693836977,0.5014744429924083,0.49733231701520236,0.5694204542550563,0.47974024244278995,0.4767241089089941,0.5016246953742658,0.4649422092784663,0.4998538866160104,0.4908116338246968,0.5375921202514229,0.4775457536295832,0.477057628812519,0.5077463088502006,0.5281533550919446,0.4457215663549268,0.5223214494963098,0.5443728720258463,0.49221311423779185,0.7388724035608308,0.21095890410958906,0.5,43.819645,-79.32439,0.0,0.0,0
0.558840143099228,0.7424242424242424,0.5444526083761939,0.57439399888409,0.5041724621576785,0.5261111904087935,0.6037380273467813,0.5354794073361973,0.5025745257637655,0.46232569073255986,0.5013266509461513,0.46383305732244745,0.32609020333771066,0.48009805839348363,0.4791967535298213,0.5081153105956582,0.560271801570166,0.33690232658852487,0.4834881134731217,0.4197466005539468,0.4944979365428842,0.2755404832556168,0.17808219178082194,0.6000000000000001,43.740267,-79.33224,0.0,0.0,0
0.4677373100086034,0.8181380803464037,0.5,0.5036172312362516,0.48795179783884196,0.4153050242258281,0.48382347931701924,0.4747386384694889,0.470095436640229,0.4617532342143853,0.48444127990367863,0.47331236205632926,0.5104780645760119,0.47979941748098653,0.4793400185670542,0.5085956422618859,0.4740256679429605,0.5783111401065085,0.4804608918856684,0.42542375458434295,0.49506984374702795,0.688851208139042,0.4438356164383562,0.4,43.708415,-79.39017,1.0,0.0,0
0.5,0.3428216654616328,0.5,0.5014744429924083,0.5064350078103292,0.5284599245668828,0.5793679732765231,0.0,0.5016246953742658,0.4649422092784663,0.4852112493322382,0.46257950646491336,0.5033400134597461,0.4775457536295832,0.477057628812519,0.5077463088502006,0.506578952408214,0.32838987136713405,0.4928205112991701,0.4244172637514803,0.49221311423779185,0.36244171259008057,0.23287671232876714,0.4,43.703047,-79.415462,0.0,0.0,0
0.5540720961281709,0.5526421808903512,0.5,0.5036172312362516,0.48620688849605626,0.5215664474623101,0.4760273681954545,0.4319580129027131,0.5005403944881468,0.4617532342143853,0.49868266978654874,0.3154981549815498,0.5278959016601178,0.47979941748098653,0.4793400185670542,0.5085956422618859,0.48857139405890665,0.42165153100860214,0.5118203340957024,0.5386008163443671,0.49506984374702795,0.4870707927087749,0.6164383561643836,0.15000000000000002,43.705699,-79.452884,0.0,0.0,0
0.395627811538158,0.5,0.2894736842105263,0.4704636964501465,0.5406670263142845,0.4229581755633164,0.47107654156990064,0.4700993101578623,0.4473080991335513,0.4738074651028396,0.4754212646625879,0.4651594843907031,0.5009933774860438,0.4741478714179341,0.47395077547180875,0.508956669783461,0.47941155692898574,0.5869054521427158,0.48425184353418943,0.4279649480492405,0.489944902460407,0.6850360322170411,0.33972602739726027,0.75,43.672232,-79.427295,0.0,0.0,0
0.278231484088989,0.0,0.5362122312009077,0.49800730653215824,0.4967105261279576,0.5237307434587559,0.21623517825315824,0.5407114039094154,0.5024410089661542,0.4663399434696282,0.5013219741507775,0.4659090070568098,0.5040133780996143,0.47908250530000235,0.4786188849695907,0.5082264704156731,0.527907384890264,0.574877379695864,0.49189462803007317,0.4273065085645332,0.4942260102363435,0.6519711742263671,0.9095890410958904,0.25,43.814654,-79.34518,0.0,0.0,0
0.5625443367226295,0.6418629627321152,0.4583046175051688,0.5,0.4911674325956207,0.5296421749597731,0.47107654156990064,0.462307130524028,0.5036664856592241,0.508125002688603,0.5017569546183621,0.4976038337776235,0.5384817948587919,0.4741478714179341,0.47395077547180875,0.508956669783461,0.544844681477556,0.4084575496036157,0.5208333502822569,0.5419187000686645,0.489944902460407,0.9546417973717677,0.6410958904109589,0.75,43.766516,-79.388011,0.0,0.0,0
0.3411764705882353,0.6976284584980237,0.43324250681198906,0.5014783180068763,0.5258621609750289,0.5261111904087935,0.4723525901823584,0.47231730310892295,0.45361900250004306,0.5252708359910954,0.47379022552027683,0.46383305732244745,0.37401532845703067,0.48009805839348363,0.4791967535298213,0.5081153105956582,0.5411193418569165,0.5732279405296647,0.34708754956884513,0.4197466005539468,0.4944979365428842,0.807969478592624,0.7589041095890411,0.15000000000000002,43.768782,-79.466884,1.0,0.0,0
